X
31.68975188
31.13276757
29.35738287
29.42148361
30.98316143
30.86888862
30.44082361
31.76311702
32.89496085
29.79456914
30.84298684
31.61347598
26.16054339
30.23276192
29.70909322
29.33235969
30.49579369
30.91724185
30.59908994
28.76902153
